Time,Temperature,Humidity,Sound_Level,Light_Level
4/1/23 13:05,26.3,41.4,41.5,357
4/1/23 13:10,26.2,41.6,41,358
4/1/23 13:15,26.1,41.8,40.5,359
4/1/23 13:20,26,42,40,360
4/1/23 13:25,25.9,42.2,39.5,361
4/1/23 13:30,25.8,42.4,39,362
4/1/23 13:35,25.7,42.6,38.5,363
4/1/23 13:40,25.6,42.8,38,364
4/1/23 13:45,25.5,43,37.5,365
4/1/23 13:50,25.4,43.2,37,366
4/1/23 13:55,25.3,43.4,36.5,367
4/1/23 14:00,25.2,43.6,36,368
4/1/23 14:05,25.1,43.8,35.5,369
4/1/23 14:10,25,44,35,370
4/1/23 14:15,24.9,44.2,34.5,371
4/1/23 14:20,24.8,44.4,34,372
4/1/23 14:25,24.7,44.6,33.5,373
4/1/23 14:30,24.6,44.8,33,374
4/1/23 14:35,24.5,45,32.5,375
4/1/23 14:40,24.4,45.2,32,376
4/1/23 14:45,24.3,45.4,31.5,377
4/1/23 14:50,24.2,45.6,31,378
4/1/23 14:55,24.1,45.8,30.5,379
4/1/23 15:00,24,46,30,380
4/1/23 15:05,23.9,46.2,29.5,381
4/1/23 15:10,23.8,46.4,29,382
4/1/23 15:15,23.7,46.6,28.5,383
4/1/23 15:20,23.6,46.8,28,384
4/1/23 15:25,23.5,47,27.5,385
4/1/23 15:30,23.4,47.2,27,386
4/1/23 15:35,23.3,47.4,26.5,387
4/1/23 15:40,23.2,47.6,26,388
4/1/23 15:45,23.1,47.8,25.5,389
4/1/23 15:50,23,48,25,390
4/1/23 15:55,22.9,48.2,24.5,391
4/1/23 16:00,22.8,48.4,24,392
4/1/23 16:05,22.7,48.6,23.5,393
4/1/23 16:10,22.6,48.8,23,394
4/1/23 16:15,22.5,49,22.5,395
4/1/23 16:20,22.4,49.2,22,396
4/1/23 16:25,22.3,49.4,21.5,397
4/1/23 16:30,22.2,49.6,21,398
4/1/23 16:35,22.1,49.8,20.5,399
4/1/23 16:40,22,50,20,400
4/1/23 16:45,21.9,50.2,20.5,401
4/1/23 16:50,21.8,50.4,21,402
4/1/23 16:55,21.7,50.6,21.5,403
4/1/23 17:00,21.6,50.8,22,404
4/1/23 17:05,21.5,51,22.5,405
4/1/23 17:10,21.4,51.2,23,406
4/1/23 17:15,21.3,51.4,23.5,407
4/1/23 17:20,21.2,51.6,24,408
4/1/23 17:25,21.1,51.8,24.5,409
4/1/23 17:30,21,52,25,410
4/1/23 17:35,20.9,52.2,25.5,411
4/1/23 17:40,20.8,52.4,26,412
4/1/23 17:45,20.7,52.6,26.5,413
4/1/23 17:50,20.6,52.8,27,414
4/1/23 17:55,20.5,53,27.5,415
4/1/23 18:00,20.4,53.2,28,416
4/1/23 18:05,20.3,53.4,28.5,417
4/1/23 18:10,20.2,53.6,29,418
4/1/23 18:15,20.1,53.8,29.5,419
4/1/23 18:20,20,54,30,420
4/1/23 18:25,19.9,54.2,30.5,421
4/1/23 18:30,19.8,54.4,31,422
4/1/23 18:35,19.7,54.6,31.5,423
4/1/23 18:40,19.6,54.8,32,424
4/1/23 18:45,19.5,55,32.5,425
4/1/23 18:50,19.4,55.2,33,426
4/1/23 18:55,19.3,55.4,33.5,427
4/1/23 19:00,19.2,55.6,34,428
4/1/23 19:05,19.1,55.8,34.5,429
4/1/23 19:10,19,56,35,430
4/1/23 19:15,18.9,56.2,35.5,431
4/1/23 19:20,18.8,56.4,36,432
4/1/23 19:25,18.7,56.6,36.5,433
4/1/23 19:30,18.6,56.8,37,434
4/1/23 19:35,18.5,57,37.5,435
4/1/23 19:40,18.4,57.2,38,436
4/1/23 19:45,18.3,57.4,38.5,437
4/1/23 19:50,18.2,57.6,39,438
4/1/23 19:55,18.1,57.8,39.5,439
4/1/23 20:00,18,58,40,440
4/1/23 20:05,17.9,58.2,40.5,441
4/1/23 20:10,18,58.4,41,442
4/1/23 20:15,18.1,58.6,41.5,443
4/1/23 20:20,18.2,58.8,42,444
4/1/23 20:25,18.3,59,42.5,445
4/1/23 20:30,18.4,59.2,43,446
4/1/23 20:35,18.5,59.4,43.5,447
4/1/23 20:40,18.6,59.6,44,448
4/1/23 20:45,18.7,59.8,44.5,449
4/1/23 20:50,18.8,60,45,450
4/1/23 20:55,18.9,60.2,45.5,451
4/1/23 21:00,19,60.4,46,452
4/1/23 21:05,19.1,60.6,46.5,453
4/1/23 21:10,19.2,60.8,47,454
4/1/23 21:15,19.3,61,47.5,455
4/1/23 21:20,19.4,61.2,48,456
4/1/23 21:25,19.5,61.4,48.5,457
4/1/23 21:30,19.6,61.6,49,458
4/1/23 21:35,19.7,61.8,49.5,459
4/1/23 21:40,19.8,62,50,460
4/1/23 21:45,19.9,62.2,50.5,461
4/1/23 21:50,20,62.4,51,462
4/1/23 21:55,20.1,62.6,51.5,463
4/1/23 22:00,20.2,62.8,52,464
4/1/23 22:05,20.3,63,52.5,465
4/1/23 22:10,20.4,63.2,53,466
4/1/23 22:15,20.5,63.4,53.5,467
4/1/23 22:20,20.6,63.6,54,468
4/1/23 22:25,20.7,63.8,54.5,469
4/1/23 22:30,20.8,64,55,470
4/1/23 22:35,20.9,64.2,55.5,471
4/1/23 22:40,21,64.4,56,472
4/1/23 22:45,21.1,64.6,56.5,473
4/1/23 22:50,21.2,64.8,57,474
4/1/23 22:55,21.3,65,57.5,475
4/1/23 23:00,21.4,65.2,58,476
4/1/23 23:05,21.5,65.4,58.5,477
4/1/23 23:10,21.6,65.6,59,478
4/1/23 23:15,21.7,65.8,59.5,479
4/1/23 23:20,21.8,66,60,480
4/1/23 23:25,21.9,66.2,60.5,481
4/1/23 23:30,22,66.4,61,482
4/1/23 23:35,22.1,66.6,61.5,483
4/1/23 23:40,22.2,66.8,62,484
4/1/23 23:45,22.3,67,62.5,485
4/1/23 23:50,22.4,67.2,63,486
4/1/23 23:55,22.5,67.4,63.5,487
4/2/23 0:00,22.6,67.6,64,488
4/2/23 0:05,22.7,67.8,64.5,489
4/2/23 0:10,22.8,68,65,490
4/2/23 0:15,22.9,68.2,65.5,491
4/2/23 0:20,23,68.4,66,492
4/2/23 0:25,23.1,68.6,66.5,493
4/2/23 0:30,23.2,68.8,67,494
4/2/23 0:35,23.3,69,67.5,495
4/2/23 0:40,23.4,69.2,68,496
4/2/23 0:45,23.5,69.4,68.5,497
4/2/23 0:50,23.6,69.6,69,498
4/2/23 0:55,23.7,69.8,69.5,499
4/2/23 1:00,23.8,70,70,500
4/2/23 1:05,23.9,70.2,69.5,501
4/2/23 1:10,24,70.4,69,502
4/2/23 1:15,24.1,70.6,68.5,503
4/2/23 1:20,24.2,70.8,68,504
4/2/23 1:25,24.3,71,67.5,505
4/2/23 1:30,24.4,71.2,67,506
4/2/23 1:35,24.5,71.4,66.5,507
4/2/23 1:40,24.6,71.6,66,508
4/2/23 1:45,24.7,71.8,65.5,509
4/2/23 1:50,24.8,72,65,510
4/2/23 1:55,24.9,72.2,64.5,511
4/2/23 2:00,25,72.4,64,512
4/2/23 2:05,25.1,72.6,63.5,513
4/2/23 2:10,25.2,72.8,63,514
4/2/23 2:15,25.3,73,62.5,515
4/2/23 2:20,25.4,73.2,62,516
4/2/23 2:25,25.5,73.4,61.5,517
4/2/23 2:30,25.6,73.6,61,518
4/2/23 2:35,25.7,73.8,60.5,519
4/2/23 2:40,25.8,74,60,520
4/2/23 2:45,25.9,74.2,59.5,521
4/2/23 2:50,26,74.4,59,522
4/2/23 2:55,26.1,74.6,58.5,523
4/2/23 3:00,26.2,74.8,58,524
4/2/23 3:05,26.3,75,57.5,525
4/2/23 3:10,26.4,75.2,57,526
4/2/23 3:15,26.5,75.4,56.5,527
4/2/23 3:20,26.6,75.6,56,528
4/2/23 3:25,26.7,75.8,55.5,529
4/2/23 3:30,26.8,76,55,530
4/2/23 3:35,26.9,76.2,54.5,531
4/2/23 3:40,27,76.4,54,532
4/2/23 3:45,27.1,76.6,53.5,533
4/2/23 3:50,27.2,76.8,53,534
4/2/23 3:55,27.3,77,52.5,535
4/2/23 4:00,27.4,77.2,52,536
4/2/23 4:05,27.5,77.4,51.5,537
4/2/23 4:10,27.6,77.6,51,538
4/2/23 4:15,27.7,77.8,50.5,539
4/2/23 4:20,27.8,78,50,540
4/2/23 4:25,27.9,78.2,49.5,541
4/2/23 4:30,28,78.4,49,542
4/2/23 4:35,28.1,78.6,48.5,543
4/2/23 4:40,28.2,78.8,48,544
4/2/23 4:45,28.3,79,47.5,545
4/2/23 4:50,28.4,79.2,47,546
4/2/23 4:55,28.5,79.4,46.5,547
4/2/23 5:00,28.6,79.6,46,548
4/2/23 5:05,28.7,79.8,45.5,549
4/2/23 5:10,28.8,80,45,550
4/2/23 5:15,28.9,80.2,44.5,551
4/2/23 5:20,29,80.4,44,552
4/2/23 5:25,29.1,80.6,43.5,553
4/2/23 5:30,29.2,80.8,43,554
4/2/23 5:35,29.3,81,42.5,555
4/2/23 5:40,29.4,81.2,42,556
4/2/23 5:45,29.5,81.4,41.5,557
4/2/23 5:50,29.6,81.6,41,558
4/2/23 5:55,29.7,81.8,40.5,559
4/2/23 6:00,29.8,82,40,560
4/2/23 6:05,29.9,82.2,39.5,561
4/2/23 6:10,30,82.4,39,562
4/2/23 6:15,29.9,82.6,38.5,563
4/2/23 6:20,29.8,82.8,38,564
4/2/23 6:25,29.7,83,37.5,565
4/2/23 6:30,29.6,83.2,37,566
4/2/23 6:35,29.5,83.4,36.5,567
4/2/23 6:40,29.4,83.6,36,568
4/2/23 6:45,29.3,83.8,35.5,569
4/2/23 6:50,29.2,84,35,570
4/2/23 6:55,29.1,84.2,34.5,571
4/2/23 7:00,29,84.4,34,572
4/2/23 7:05,28.9,84.6,33.5,573
4/2/23 7:10,28.8,84.8,33,574
4/2/23 7:15,28.7,85,32.5,575
4/2/23 7:20,28.6,85.2,32,576
4/2/23 7:25,28.5,85.4,31.5,577
4/2/23 7:30,28.4,85.6,31,578
4/2/23 7:35,28.3,85.8,30.5,579
4/2/23 7:40,28.2,86,30,580
4/2/23 7:45,28.1,86.2,29.5,581
4/2/23 7:50,28,86.4,29,582
4/2/23 7:55,27.9,86.6,28.5,583
4/2/23 8:00,27.8,86.8,28,584
4/2/23 8:05,27.7,87,27.5,585
4/2/23 8:10,27.6,87.2,27,586
4/2/23 8:15,27.5,87.4,26.5,587
4/2/23 8:20,27.4,87.6,26,588
4/2/23 8:25,27.3,87.8,25.5,589
4/2/23 8:30,27.2,88,25,590
4/2/23 8:35,27.1,88.2,24.5,591
4/2/23 8:40,27,88.4,24,592
4/2/23 8:45,26.9,88.6,23.5,593
4/2/23 8:50,26.8,88.8,23,594
4/2/23 8:55,26.7,89,22.5,595
4/2/23 9:00,26.6,89.2,22,596
4/2/23 9:05,26.5,89.4,21.5,597
4/2/23 9:10,26.4,89.6,21,598
4/2/23 9:15,26.3,89.8,20.5,599
4/2/23 9:20,26.2,90,20,600
4/2/23 9:25,26.1,89.8,20.5,601
4/2/23 9:30,26,89.6,21,602
4/2/23 9:35,25.9,89.4,21.5,603
4/2/23 9:40,25.8,89.2,22,604
4/2/23 9:45,25.7,89,22.5,605
4/2/23 9:50,25.6,88.8,23,606
4/2/23 9:55,25.5,88.6,23.5,607
4/2/23 10:00,25.4,88.4,24,608
4/2/23 10:05,25.3,88.2,24.5,609
4/2/23 10:10,25.2,88,25,610
4/2/23 10:15,25.1,87.8,25.5,611
4/2/23 10:20,25,87.6,26,612
4/2/23 10:25,24.9,87.4,26.5,613
4/2/23 10:30,24.8,87.2,27,614
4/2/23 10:35,24.7,87,27.5,615
4/2/23 10:40,24.6,86.8,28,616
4/2/23 10:45,24.5,86.6,28.5,617
4/2/23 10:50,24.4,86.4,29,618
4/2/23 10:55,24.3,86.2,29.5,619
4/2/23 11:00,24.2,86,30,620
4/2/23 11:05,24.1,85.8,30.5,621
4/2/23 11:10,24,85.6,31,622
4/2/23 11:15,23.9,85.4,31.5,623
4/2/23 11:20,23.8,85.2,32,624
4/2/23 11:25,23.7,85,32.5,625
4/2/23 11:30,23.6,84.8,33,626
4/2/23 11:35,23.5,84.6,33.5,627
4/2/23 11:40,23.4,84.4,34,628
4/2/23 11:45,23.3,84.2,34.5,629
4/2/23 11:50,23.2,84,35,630
4/2/23 11:55,23.1,83.8,35.5,631
4/2/23 12:00,23,83.6,36,632
4/2/23 12:05,22.9,83.4,36.5,633
4/2/23 12:10,22.8,83.2,37,634
4/2/23 12:15,22.7,83,37.5,635
4/2/23 12:20,22.6,82.8,38,636
4/2/23 12:25,22.5,82.6,38.5,637
4/2/23 12:30,22.4,82.4,39,638
4/2/23 12:35,22.3,82.2,39.5,639
4/2/23 12:40,22.2,82,40,640
4/2/23 12:45,22.1,81.8,40.5,641
4/2/23 12:50,22,81.6,41,642
4/2/23 12:55,21.9,81.4,41.5,643
4/2/23 13:00,21.8,81.2,42,644
4/2/23 13:05,21.7,81,42.5,645
4/2/23 13:10,21.6,80.8,43,646
4/2/23 13:15,21.5,80.6,43.5,647
4/2/23 13:20,21.4,80.4,44,648
4/2/23 13:25,21.3,80.2,44.5,649
4/2/23 13:30,21.2,80,45,650
4/2/23 13:35,21.1,79.8,45.5,651
4/2/23 13:40,21,79.6,46,652
4/2/23 13:45,20.9,79.4,46.5,653
4/2/23 13:50,20.8,79.2,47,654
4/2/23 13:55,20.7,79,47.5,655
4/2/23 14:00,20.6,78.8,48,656
4/2/23 14:05,20.5,78.6,48.5,657
4/2/23 14:10,20.4,78.4,49,658
4/2/23 14:15,20.3,78.2,49.5,659
4/2/23 14:20,20.2,78,50,660
4/2/23 14:25,20.1,77.8,50.5,661
4/2/23 14:30,20,77.6,51,662
4/2/23 14:35,19.9,77.4,51.5,663
4/2/23 14:40,19.8,77.2,52,664
4/2/23 14:45,19.7,77,52.5,665
4/2/23 14:50,19.6,76.8,53,666
4/2/23 14:55,19.5,76.6,53.5,667
4/2/23 15:00,19.4,76.4,54,668
4/2/23 15:05,19.3,76.2,54.5,669
4/2/23 15:10,19.2,76,55,670
4/2/23 15:15,19.1,75.8,55.5,671
4/2/23 15:20,19,75.6,56,672
4/2/23 15:25,18.9,75.4,56.5,673
4/2/23 15:30,18.8,75.2,57,674
4/2/23 15:35,18.7,75,57.5,675
4/2/23 15:40,18.6,74.8,58,676
4/2/23 15:45,18.5,74.6,58.5,677
4/2/23 15:50,18.4,74.4,59,678
4/2/23 15:55,18.3,74.2,59.5,679
4/2/23 16:00,18.2,74,60,680
4/2/23 16:05,18.1,73.8,60.5,681
4/2/23 16:10,18,73.6,61,682
4/2/23 16:15,17.9,73.4,61.5,683
4/2/23 16:20,18,73.2,62,684
4/2/23 16:25,18.1,73,62.5,685
4/2/23 16:30,18.2,72.8,63,686
4/2/23 16:35,18.3,72.6,63.5,687
4/2/23 16:40,18.4,72.4,64,688
4/2/23 16:45,18.5,72.2,64.5,689
4/2/23 16:50,18.6,72,65,690
4/2/23 16:55,18.7,71.8,65.5,691
4/2/23 17:00,18.8,71.6,66,692
4/2/23 17:05,18.9,71.4,66.5,693
4/2/23 17:10,19,71.2,67,694
4/2/23 17:15,19.1,71,67.5,695
4/2/23 17:20,19.2,70.8,68,696
4/2/23 17:25,19.3,70.6,68.5,697
4/2/23 17:30,19.4,70.4,69,698
4/2/23 17:35,19.5,70.2,69.5,699
4/2/23 17:40,19.6,70,70,700
4/2/23 17:45,19.7,69.8,69.5,699
4/2/23 17:50,19.8,69.6,69,698
4/2/23 17:55,19.9,69.4,68.5,697
4/2/23 18:00,20,69.2,68,696
4/2/23 18:05,20.1,69,67.5,695
4/2/23 18:10,20.2,68.8,67,694
4/2/23 18:15,20.3,68.6,66.5,693
4/2/23 18:20,20.4,68.4,66,692
4/2/23 18:25,20.5,68.2,65.5,691
4/2/23 18:30,20.6,68,65,690
4/2/23 18:35,20.7,67.8,64.5,689
4/2/23 18:40,20.8,67.6,64,688
4/2/23 18:45,20.9,67.4,63.5,687
4/2/23 18:50,21,67.2,63,686
4/2/23 18:55,21.1,67,62.5,685
4/2/23 19:00,21.2,66.8,62,684
4/2/23 19:05,21.3,66.6,61.5,683
4/2/23 19:10,21.4,66.4,61,682
4/2/23 19:15,21.5,66.2,60.5,681
4/2/23 19:20,21.6,66,60,680
4/2/23 19:25,21.7,65.8,59.5,679
4/2/23 19:30,21.8,65.6,59,678
4/2/23 19:35,21.9,65.4,58.5,677
4/2/23 19:40,22,65.2,58,676
4/2/23 19:45,22.1,65,57.5,675
4/2/23 19:50,22.2,64.8,57,674
4/2/23 19:55,22.3,64.6,56.5,673
4/2/23 20:00,22.4,64.4,56,672
4/2/23 20:05,22.5,64.2,55.5,671
4/2/23 20:10,22.6,64,55,670
4/2/23 20:15,22.7,63.8,54.5,669
4/2/23 20:20,22.8,63.6,54,668
4/2/23 20:25,22.9,63.4,53.5,667
4/2/23 20:30,23,63.2,53,666
4/2/23 20:35,23.1,63,52.5,665
4/2/23 20:40,23.2,62.8,52,664
4/2/23 20:45,23.3,62.6,51.5,663
4/2/23 20:50,23.4,62.4,51,662
4/2/23 20:55,23.5,62.2,50.5,661
4/2/23 21:00,23.6,62,50,660
4/2/23 21:05,23.7,61.8,49.5,659
4/2/23 21:10,23.8,61.6,49,658
4/2/23 21:15,23.9,61.4,48.5,657
4/2/23 21:20,24,61.2,48,656
4/2/23 21:25,24.1,61,47.5,655
4/2/23 21:30,24.2,60.8,47,654
4/2/23 21:35,24.3,60.6,46.5,653
4/2/23 21:40,24.4,60.4,46,652
4/2/23 21:45,24.5,60.2,45.5,651
4/2/23 21:50,24.6,60,45,650
4/2/23 21:55,24.7,59.8,44.5,649
4/2/23 22:00,24.8,59.6,44,648
4/2/23 22:05,24.9,59.4,43.5,647
4/2/23 22:10,25,59.2,43,646
4/2/23 22:15,25.1,59,42.5,645
4/2/23 22:20,25.2,58.8,42,644
4/2/23 22:25,25.3,58.6,41.5,643
4/2/23 22:30,25.4,58.4,41,642
4/2/23 22:35,25.5,58.2,40.5,641
4/2/23 22:40,25.6,58,40,640
4/2/23 22:45,25.7,57.8,39.5,639
4/2/23 22:50,25.8,57.6,39,638
4/2/23 22:55,25.9,57.4,38.5,637
4/2/23 23:00,26,57.2,38,636
4/2/23 23:05,26.1,57,37.5,635
4/2/23 23:10,26.2,56.8,37,634
4/2/23 23:15,26.3,56.6,36.5,633
4/2/23 23:20,26.4,56.4,36,632
4/2/23 23:25,26.5,56.2,35.5,631
4/2/23 23:30,26.6,56,35,630
4/2/23 23:35,26.7,55.8,34.5,629
4/2/23 23:40,26.8,55.6,34,628
4/2/23 23:45,26.9,55.4,33.5,627
4/2/23 23:50,27,55.2,33,626
4/2/23 23:55,27.1,55,32.5,625
4/3/23 0:00,27.2,54.8,32,624
4/3/23 0:05,27.3,54.6,31.5,623
4/3/23 0:10,27.4,54.4,31,622
4/3/23 0:15,27.5,54.2,30.5,621
4/3/23 0:20,27.6,54,30,620
4/3/23 0:25,27.7,53.8,29.5,619
4/3/23 0:30,27.8,53.6,29,618
4/3/23 0:35,27.9,53.4,28.5,617
4/3/23 0:40,28,53.2,28,616
4/3/23 0:45,28.1,53,27.5,615
4/3/23 0:50,28.2,52.8,27,614
4/3/23 0:55,28.3,52.6,26.5,613
4/3/23 1:00,28.4,52.4,26,612
4/3/23 1:05,28.5,52.2,25.5,611
4/3/23 1:10,28.6,52,25,610
4/3/23 1:15,28.7,51.8,24.5,609
4/3/23 1:20,28.8,51.6,24,608
4/3/23 1:25,28.9,51.4,23.5,607
4/3/23 1:30,29,51.2,23,606
4/3/23 1:35,29.1,51,22.5,605
4/3/23 1:40,29.2,50.8,22,604
4/3/23 1:45,29.3,50.6,21.5,603
4/3/23 1:50,29.4,50.4,21,602
4/3/23 1:55,29.5,50.2,20.5,601
4/3/23 2:00,29.6,50,20,600
4/3/23 2:05,29.7,49.8,20.5,599
4/3/23 2:10,29.8,49.6,21,598
4/3/23 2:15,29.9,49.4,21.5,597
4/3/23 2:20,30,49.2,22,596
4/3/23 2:25,29.9,49,22.5,595
4/3/23 2:30,29.8,48.8,23,594
4/3/23 2:35,29.7,48.6,23.5,593
4/3/23 2:40,29.6,48.4,24,592
4/3/23 2:45,29.5,48.2,24.5,591
4/3/23 2:50,29.4,48,25,590
4/3/23 2:55,29.3,47.8,25.5,589
4/3/23 3:00,29.2,47.6,26,588
4/3/23 3:05,29.1,47.4,26.5,587
4/3/23 3:10,29,47.2,27,586
4/3/23 3:15,28.9,47,27.5,585
4/3/23 3:20,28.8,46.8,28,584
4/3/23 3:25,28.7,46.6,28.5,583
4/3/23 3:30,28.6,46.4,29,582
4/3/23 3:35,28.5,46.2,29.5,581
4/3/23 3:40,28.4,46,30,580
4/3/23 3:45,28.3,45.8,30.5,579
